audit_name,CISNo,condition,map,remediation,description
17.9.5 (L1) Ensure 'Audit System Integrity' is set to 'Success and Failure' (Automated),17.9.5,System Integrity == Success and Failure,,"To establish the recommended configuration via GP, set the following UI path to Success and Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\System\Audit System Integrity","This subcategory reports on violations of integrity of the security subsystem. Events for this subcategory include: â€¢ 4612 : Internal resources allocated for the queuing of audit messages have been exhausted, leading to the loss of some audits. â€¢ 4615 : Invalid use of LPC port. â€¢ 4618 : A monitored security event pattern has occurred. â€¢ 4816 : RPC detected an integrity violation while decrypting an incoming message. â€¢ 5038 : Code integrity determined that the image hash of a file is not valid. The file could be corrupt due to unauthorized modification or the invalid hash could indicate a potential disk device error. â€¢ 5056: A cryptographic self test was performed. â€¢ 5057: A cryptographic primitive operation failed. â€¢ 5060: Verification operation failed. â€¢ 5061: Cryptographic operation. â€¢ 5062: A kernel-mode cryptographic self test was performed. The recommended state for this setting is: Success and Failure."
18.1.1.1 (L1) Ensure 'Prevent enabling lock screen camera' is set to 'Enabled' (Automated),18.1.1.1,NoLockScreenCamera == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Control Panel\Personalization\Prevent enabling lock screen camera",Disables the lock screen camera toggle switch in PC Settings and prevents a camera from being invoked on the lock screen. The recommended state for this setting is: Enabled.
18.1.1.2 (L1) Ensure 'Prevent enabling lock screen slide show' is set to 'Enabled' (Automated),18.1.1.2,NoLockScreenSlideshow == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Control Panel\Personalization\Prevent enabling lock screen slide show",Disables the lock screen slide show settings in PC Settings and prevents a slide show from playing on the lock screen. The recommended state for this setting is: Enabled.
18.1.2.2 (L1) Ensure 'Allow users to enable online speech recognition services' is set to 'Disabled' (Automated),18.1.2.2,AllowInputPersonalization == 0,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Control Panel\Regional and Language Options\Allow users to enable online speech recognition services","This policy enables the automatic learning component of input personalization that includes speech, inking, and typing. Automatic learning enables the collection of speech and handwriting patterns, typing history, contacts, and recent calendar information. It is required for the use of Cortana. Some of this collected information may be stored on the user's OneDrive, in the case of inking and typing; some of the information will be uploaded to Microsoft to personalize speech. The recommended state for this setting is: Disabled."
18.1.3 (L2) Ensure 'Allow Online Tips' is set to 'Disabled' (Automated),18.1.3,AllowOnlineTips == 0,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Control Panel\Allow Online Tips",This policy setting configures the retrieval of online tips and help for the Settings app. The recommended state for this setting is: Disabled.
18.4.1 (L1) Ensure 'Configure RPC packet level privacy setting for incoming connections' is set to 'Enabled' (Automated),18.4.1,RpcAuthnLevelPrivacyEnabled == 1 ,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\Configure RPC packet level privacy setting for incoming connections",This policy setting controls packet level privacy for Remote Procedure Call (RPC) incoming connections. The recommended state for this setting is: Enabled.
18.4.2 (L1) Ensure 'Configure SMB v1 client driver' is set to 'Enabled: Disable driver (recommended)' (Automated),18.4.2,Start == 4,"{""0"":""Boot Start"",""1"": ""System Start"",""2"": ""Automatic Start"",""3"": ""Manual Start"", ""4"": ""Enabled: Disable driver (recommended)""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Disable driver (recommended): Computer Configuration\Policies\Administrative Templates\MS Security Guide\Configure SMB v1 client driver","This setting configures the start type for the Server Message Block version 1 (SMBv1) client driver service (MRxSmb10), which is recommended to be disabled. The recommended state for this setting is: Enabled: Disable driver (recommended)."
18.4.3 (L1) Ensure 'Configure SMB v1 server' is set to 'Disabled' (Automated),18.4.3,SMB1 == 0,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\Configure SMB v1 server",This setting configures the server-side processing of the Server Message Block version 1 (SMBv1) protocol. The recommended state for this setting is: Disabled.
18.4.4 (L1) Ensure 'Enable Certificate Padding' is set to 'Enabled' (Automated),18.4.4,EnableCertPaddingCheck == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\Enable Certificate Padding","This policy setting configures whether the WinVerifyTrust function performs strict Windows Authenticode signature verification for Portable Executable files (PE files). If enabled, PE files will be considered ""unsigned"" if Windows identifies content in them that does not conform to the Authenticode specification. The recommended state for this setting is: Enabled."
18.4.5 (L1) Ensure 'Enable Structured Exception Handling Overwrite Protection (SEHOP)' is set to 'Enabled' (Automated),18.4.5,DisableExceptionChainValidation == 0,"{""0"": ""Enabled"", ""1"": ""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\Enable Structured Exception Handling Overwrite Protection (SEHOP)",Windows includes support for Structured Exception Handling Overwrite Protection (SEHOP). We recommend enabling this feature to improve the security profile of the computer. The recommended state for this setting is: Enabled.
18.4.6 (L1) Ensure 'LSA Protection' is set to 'Enabled' (Automated),18.4.6,RunAsPPL == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\LSA Protection","This policy setting controls whether the Local Security Authority Server Service (LSASS) process runs protected. The Local Security Authority (LSA), which includes the Local Security Authority Server Service (LSASS) process, validates users for local and remote sign-ins and enforces local security policies. The recommended state for this setting is: Enabled."
18.4.7 (L1) Ensure 'NetBT NodeType configuration' is set to 'Enabled: P-node (recommended)' (Automated),18.4.7,NodeType == 2,"{""1"":""B-node (broadcast)"",""2"":""P-node (recommended) (point-to-point)"",""3"":""M-node"",""4"":""H-node""}","To establish the recommended configuration via GP, set the following UI path to Enabled: P-node (recommended): Computer Configuration\Policies\Administrative Templates\MS Security Guide\NetBT NodeType configuration","This setting determines which method NetBIOS over TCP/IP (NetBT) uses to register and resolve names. The available methods are: • The B-node (broadcast) method only uses broadcasts. • The P-node (point-to-point) method only uses name queries to a name server (WINS). • The M-node (mixed) method broadcasts first, then queries a name server (WINS) if broadcast failed. • The H-node (hybrid) method queries a name server (WINS) first, then broadcasts if the query failed. The recommended state for this setting is: Enabled: P-node (recommended) (point-topoint)."
18.4.8 (L1) Ensure 'WDigest Authentication' is set to 'Disabled' (Automated),18.4.8,UseLogonCredential == 0,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\WDigest Authentication (disabling may require KB2871997)","When WDigest authentication is enabled, Lsass.exe retains a copy of the user's plaintext password in memory, where it can be at risk of theft. If this setting is not configured, WDigest authentication is disabled in Windows 8.1 and in Windows Server 2012 R2; it is enabled by default in earlier versions of Windows and Windows Server. For more information about local accounts and credential theft, review the ""Mitigating Pass-the-Hash (PtH) Attacks and Other Credential Theft Techniques"" documents. For more information about UseLogonCredential, see Microsoft Knowledge Base article 2871997: Microsoft Security Advisory Update to improve credentials protection and management May 13, 2014. The recommended state for this setting is: Disabled."
18.5.1 (L1) Ensure 'MSS: (AutoAdminLogon) Enable Automatic Logon' is set to 'Disabled' (Automated),18.5.1,AutoAdminLogon == 0,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (AutoAdminLogon) Enable Automatic Logon","This setting is separate from the Welcome screen feature in Windows XP and Windows Vista; if that feature is disabled, this setting is not disabled. If you configure a computer for automatic logon, anyone who can physically gain access to the computer can also gain access to everything that is on the computer, including any network or networks to which the computer is connected. Also, if you enable automatic logon, the password is stored in the registry in plaintext, and the specific registry key that stores this value is remotely readable by the Authenticated Users group. For additional information, see Microsoft Knowledge Base article 324737: How to turn on automatic logon in Windows. The recommended state for this setting is: Disabled."
"18.5.2 (L1) Ensure 'MSS: (DisableIPSourceRouting IPv6) IP source routing protection level' is set to 'Enabled: Highest protection, source routing is completely disabled' (Automated)",18.5.2,DisableIPSourceRouting == 2,"{""0"": ""No protection, source routed packets allowed"", ""1"": ""Medium protection, source routed packets logged but allowed"", ""2"": ""Highest protection, source routing completely disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Highest protection, source routing is completely disabled: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (DisableIPSourceRouting IPv6) IP source routing protection level","IP source routing is a mechanism that allows the sender to determine the IP route that a datagram should follow through the network. The recommended state for this setting is: Enabled: Highest protection, source routing is completely disabled."
"18.5.3 (L1) Ensure 'MSS: (DisableIPSourceRouting) IP source routing protection level' is set to 'Enabled: Highest protection, source routing is completely disabled' (Automated)",18.5.3,DisableIPSourceRouting == 2,"{""0"": ""No protection, source routed packets allowed"", ""1"": ""Medium protection, source routed packets logged but allowed"", ""2"": ""Highest protection, source routing completely disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Highest protection, source routing is completely disabled: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (DisableIPSourceRouting) IP source routing protection level","IP source routing is a mechanism that allows the sender to determine the IP route that a datagram should take through the network. It is recommended to configure this setting to Not Defined for enterprise environments and to Highest Protection for high security environments to completely disable source routing. The recommended state for this setting is: Enabled: Highest protection, source routing is completely disabled."
18.5.4 (L2) Ensure 'MSS: (DisableSavePassword) Prevent the dial-up password from being saved' is set to 'Enabled' (Automated),18.5.4,DisableSavePassword == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS:(DisableSavePassword) Prevent the dial-up password from being saved","When you dial a phonebook or VPN entry in Dial-Up Networking, you can use the ""Save Password"" option so that your Dial-Up Networking password is cached and you will not need to enter it on successive dial attempts. For security, administrators may want to prevent users from caching passwords. The recommended state for this setting is: Enabled."
18.5.5 (L1) Ensure 'MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes' is set to 'Disabled' (Automated),18.5.5,EnableICMPRedirect == 0,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes",Internet Control Message Protocol (ICMP) redirects cause the IPv4 stack to plumb host routes. These routes override the Open Shortest Path First (OSPF) generated routes. The recommended state for this setting is: Disabled.
"18.5.6 (L2) Ensure 'MSS: (KeepAliveTime) How often keep-alive packets are sent in milliseconds' is set to 'Enabled: 300,000 or 5 minutes' (Automated)",18.5.6,KeepAliveTime == 300000,"{""300000"":""Enabled: 300,000 or 5 minutes"",""7200000"":""Default: 7,200,000 or 120 minutes""}","To establish the recommended configuration via GP, set the following UI path to Enabled: 300,000 or 5 minutes: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (KeepAliveTime) How often keep-alive packets are sent in milliseconds","This value controls how often TCP attempts to verify that an idle connection is still intact by sending a keep-alive packet. If the remote computer is still reachable, it acknowledges the keep-alive packet. The recommended state for this setting is: Enabled: 300,000 or 5 minutes."
18.5.7 (L1) Ensure 'MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers' is set to 'Enabled' (Automated),18.5.7,NoNameReleaseOnDemand == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers",NetBIOS over TCP/IP is a network protocol that among other things provides a way to easily resolve NetBIOS names that are registered on Windows-based systems to the IP addresses that are configured on those systems. This setting determines whether the computer releases its NetBIOS name when it receives a name-release request. The recommended state for this setting is: Enabled.
18.5.8 (L2) Ensure 'MSS: (PerformRouterDiscovery) Allow IRDP to detect and configure Default Gateway addresses' is set to 'Disabled' (Automated),18.5.8,PerformRouterDiscovery == 0,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (PerformRouterDiscovery) Allow IRDP to detect and configure Default Gateway addresses","This setting is used to enable or disable the Internet Router Discovery Protocol (IRDP), which allows the system to detect and configure default gateway addresses automatically as described in RFC 1256 on a per-interface basis. The recommended state for this setting is: Disabled."
18.5.9 (L1) Ensure 'MSS: (SafeDllSearchMode) Enable Safe DLL search mode' is set to 'Enabled' (Automated),18.5.9,SafeDllSearchMode == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (SafeDllSearchMode) Enable Safe DLL search mode","The DLL search order can be configured to search for DLLs that are requested by running processes in one of two ways: â€¢ Search folders specified in the system path first, and then search the current working folder. â€¢ Search current working folder first, and then search the folders specified in the system path. When enabled, the registry value is set to 1. With a setting of 1, the system first searches the folders that are specified in the system path and then searches the current working folder. When disabled the registry value is set to 0 and the system first searches the current working folder and then searches the folders that are specified in the system path. Applications will be forced to search for DLLs in the system path first. For applications that require unique versions of these DLLs that are included with the application, this entry could cause performance or stability problems. The recommended state for this setting is: Enabled."
18.5.10 (L1) Ensure 'MSS: (ScreenSaverGracePeriod) The time in seconds before the screen saver grace period expires' is set to 'Enabled: 5 or fewer seconds' (Automated),18.5.10,ScreenSaverGracePeriod == 1 || ScreenSaverGracePeriod == 2 || ScreenSaverGracePeriod == 3 || ScreenSaverGracePeriod == 4 || ScreenSaverGracePeriod == 5,"{""1"": ""1 second"", ""2"": ""2 seconds"", ""3"": ""3 seconds"", ""4"": ""4 seconds"", ""5"": ""5 seconds"", ""6"": ""6 seconds or more""}","To establish the recommended configuration via GP, set the following UI path to Enabled: 5 or fewer seconds: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (ScreenSaverGracePeriod) The time in seconds before the screen saver grace period expires",Windows includes a grace period between when the screen saver is launched and when the console is actually locked automatically when screen saver locking is enabled. The recommended state for this setting is: Enabled: 5 or fewer seconds.
18.5.11 (L2) Ensure 'MSS: (TcpMaxDataRetransmissions IPv6) How many times unacknowledged data is retransmitted' is set to 'Enabled: 3' (Automated),18.5.11,TcpMaxDataRetransmissions == 3 ,"{""1"": ""1 time"", ""2"": ""2 times"", ""3"": ""3 times"", ""4"": ""4 times"", ""5"": ""5 times"", ""6"": ""6 times or more""}","To establish the recommended configuration via GP, set the following UI path to Enabled: 3: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS:(TcpMaxDataRetransmissions IPv6) How many times unacknowledged data is retransmitted",This setting controls the number of times that TCP retransmits an individual data segment (non-connect segment) before the connection is aborted. The retransmission time-out is doubled with each successive retransmission on a connection. It is reset when responses resume. The base time-out value is dynamically determined by the measured round-trip time on the connection. The recommended state for this setting is: Enabled: 3.
18.5.12 (L2) Ensure 'MSS: (TcpMaxDataRetransmissions) How many times unacknowledged data is retransmitted' is set to 'Enabled: 3' (Automated),18.5.12,TcpMaxDataRetransmissions == 3 ,"{""1"": ""1 time"", ""2"": ""2 times"", ""3"": ""3 times"", ""4"": ""4 times"", ""5"": ""5 times"", ""6"": ""6 times or more""}","To establish the recommended configuration via GP, set the following UI path to Enabled: 3: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS:(TcpMaxDataRetransmissions) How many times unacknowledged data is retransmitted",This setting controls the number of times that TCP retransmits an individual data segment (non-connect segment) before the connection is aborted. The retransmission time-out is doubled with each successive retransmission on a connection. It is reset when responses resume. The base time-out value is dynamically determined by the measured round-trip time on the connection. The recommended state for this setting is: Enabled: 3.
18.5.13 (L1) Ensure 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' is set to 'Enabled: 90% or less' (Automated),18.5.13,WarningLevel == No warning || WarningLevel == 10 || WarningLevel == 25 || WarningLevel == 50 || WarningLevel == 75 || WarningLevel == 90,"{""0"":""No warning"",""10"":""10%"",""25"":""25%"",""50"":""50%"",""75"":""75%"",""90"":""90%"",""100"":""100%""}","To establish the recommended configuration via GP, set the following UI path to Enabled: 90% or less: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning",This setting can generate a security audit in the Security event log when the log reaches a user-defined threshold. The recommended state for this setting is: Enabled: 90% or less.
18.6.5.1 (L2) Ensure 'Enable Font Providers' is set to 'Disabled' (Automated),18.6.5.1,EnableFontProviders == 0,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Network\Fonts\Enable Font Providers",This policy setting determines whether Windows is allowed to download fonts and font catalog data from an online font provider. The recommended state for this setting is: Disabled.
18.6.8.1 (L1) Ensure 'Enable insecure guest logons' is set to 'Disabled' (Automated),18.6.8.1,AllowInsecureGuestAuth == 0,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Network\Lanman Workstation\Enable insecure guest logons",This policy setting determines if the SMB client will allow insecure guest logons to an SMB server. The recommended state for this setting is: Disabled.
18.6.9.1 (L2) Ensure 'Turn on Mapper I/O (LLTDIO) driver' is set to 'Disabled' (Automated),18.6.9.1,AllowLLTDIOOnDomain == 0 && AllowLLTDIOOnPublicNet == 0 && EnableLLTDIO == 0 && ProhibitLLTDIOOnPrivateNet == 0,"{""Disabled"": ""AllowLLTDIOOnDomain == 0 && AllowLLTDIOOnPublicNet == 0 && EnableLLTDIO == 0 && ProhibitLLTDIOOnPrivateNet == 1""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Network\Link-Layer Topology Discovery\Turn on Mapper I/O (LLTDIO) driver",This policy setting changes the operational behavior of the Mapper I/O network protocol driver. LLTDIO allows a computer to discover the topology of a network it's connected to. It also allows a computer to initiate Quality-of-Service requests such as bandwidth estimation and network health analysis. The recommended state for this setting is: Disabled.
18.6.9.2 (L2) Ensure 'Turn on Responder (RSPNDR) driver' is set to 'Disabled' (Automated),18.6.9.2,AllowLLTDIOOnDomain == 0 && AllowLLTDIOOnPublicNet == 0 && EnableLLTDIO == 0 && ProhibitLLTDIOOnPrivateNet == 0,"{""Disabled"": ""AllowLLTDIOOnDomain == 0 && AllowLLTDIOOnPublicNet == 0 && EnableLLTDIO == 0 && ProhibitLLTDIOOnPrivateNet == 1""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Network\Link-Layer Topology Discovery\Turn on Responder (RSPNDR) driver",This policy setting changes the operational behavior of the Responder network protocol driver. The Responder allows a computer to participate in Link Layer Topology Discovery requests so that it can be discovered and located on the network. It also allows a computer to participate in Quality-of-Service activities such as bandwidth estimation and network health analysis. The recommended state for this setting is: Disabled.
18.6.10.2 (L2) Ensure 'Turn off Microsoft Peer-to-Peer Networking Services' is set to 'Enabled' (Automated),18.6.10.2,Disabled == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Network\Microsoft Peer-to-Peer Networking Services\Turn off Microsoft Peer-to-Peer Networking Services","The Peer Name Resolution Protocol (PNRP) allows for distributed resolution of a name to an IPv6 address and port number. The protocol operates in the context of clouds. A cloud is a set of peer computers that can communicate with each other by using the same IPv6 scope. Peer-to-Peer protocols allow for applications in the areas of RTC, collaboration, content distribution and distributed processing. The recommended state for this setting is: Enabled."
18.6.11.2 (L1) Ensure 'Prohibit installation and configuration of Network Bridge on your DNS domain network' is set to 'Enabled' (Automated),18.6.11.2,NC_AllowNetBridge_NLA == 0,"{""0"": ""Enabled"", ""1"": ""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Network\Network Connections\Prohibit installation and configuration of Network Bridge on your DNS domain network",You can use this procedure to control a user's ability to install and configure a Network Bridge. The recommended state for this setting is: Enabled.
18.6.11.3 (L1) Ensure 'Prohibit use of Internet Connection Sharing on your DNS domain network' is set to 'Enabled' (Automated),18.6.11.3,NC_ShowSharedAccessUI == 0,"{""0"": ""Enabled"", ""1"": ""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Network\Network Connections\Prohibit use of Internet Connection Sharing on your DNS domain network","Although this ""legacy"" setting traditionally applied to the use of Internet Connection Sharing (ICS) in Windows 2000, Windows XP & Server 2003, this setting now freshly applies to the Mobile Hotspot feature in Windows 10 & Server 2016. The recommended state for this setting is: Enabled."
"18.6.14.1 (L1) Ensure 'Hardened UNC Paths' is set to 'Enabled, with ""Require Mutual Authentication"", ""Require Integrity"", and ""Require Privacy"" set for all NETLOGON and SYSVOL shares' (Automated)",18.6.14.1,"\\*\NETLOGON: RequireMutualAuthentication == 1 && RequireIntegrity == 1 && RequirePrivacy == 1, \\*\SYSVOL: RequireMutualAuthentication == 1 && RequireIntegrity == 1 && RequirePrivacy ==1","{""Enabled"": ""RequireMutualAuthentication == 1 && RequireIntegrity == 1 && RequirePrivacy == 1""}","To establish the recommended configuration via GP, set the following UI path to Enabled with the following paths configured, at a minimum: \\*\NETLOGON RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1 \\*\SYSVOL RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1 Computer Configuration\Policies\Administrative Templates\Network\Network Provider\Hardened UNC Paths","This policy setting configures secure access to UNC paths. The recommended state for this setting is: Enabled, with ""Require Mutual Authentication"", ""Require Integrity"", and “Require Privacy” set for all NETLOGON and SYSVOL shares."
18.6.19.2.1 (L2) Disable IPv6 (Ensure TCPIP6 Parameter 'DisabledComponents' is set to '0xff (255)') (Automated),18.6.19.2.1,DisabledComponents == 255,"{ ""0"": ""All IPv6 components enabled (Default)"", ""1"": ""Disable tunneled IPv6 traffic (6to4, ISATAP, Teredo)"",""16"": ""Disable native IPv6 interfaces except loopback"",  ""32"": ""Prefer IPv4 over IPv6"", ""64"":""Disable all IPv6 interfaces except loopback"", ""255"": ""Disable all IPv6 components (CIS Recommended)"" }","To establish the recommended configuration, set the following Registry value to 0xff (255) (DWORD): HKLM\SYSTEM\CurrentControlSet\Services\TCPIP6\Parameters:DisabledComponents","Internet Protocol version 6 (IPv6) is a set of protocols that computers use to exchange information over the Internet and over home and business networks. IPv6 allows for many more IP addresses to be assigned than IPv4 did. Older networking, hosts and operating systems may not support IPv6 natively. The recommended state for this setting is: DisabledComponents - 0xff (255)"
18.6.20.1 (L2) Ensure 'Configuration of wireless settings using Windows Connect Now' is set to 'Disabled' (Automated),18.6.20.1,EnableRegistrars == 0 && DisableUPnPRegistrar == 1 && DisableInBand802DOT11Registrar == 1 && DisableFlashConfigRegistrar == 1 && DisableWPDRegistrar == 1,"{""Disabled"": ""EnableRegistrars == 0 && DisableUPnPRegistrar == 1 && DisableInBand802DOT11Registrar == 1 && DisableFlashConfigRegistrar == 1 && DisableWPDRegistrar == 1"", ""Enabled"": ""EnableRegistrars == 1 || DisableUPnPRegistrar == 0 || DisableInBand802DOT11Registrar == 0 || DisableFlashConfigRegistrar == 0 || DisableWPDRegistrar == 0""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Network\Windows Connect Now\Configuration of wireless settings using Windows Connect Now",This policy setting allows the configuration of wireless settings using Windows Connect Now (WCN). The WCN Registrar enables the discovery and configuration of devices over Ethernet (UPnP) over in-band 802.11 Wi-Fi through the Windows Portable Device API (WPD) and via USB Flash drives. Additional options are available to allow discovery and configuration over a specific medium. The recommended state for this setting is: Disabled.
18.6.20.2 (L2) Ensure 'Prohibit access of the Windows Connect Now wizards' is set to 'Enabled' (Automated),18.6.20.2,DisableWcnUi == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Network\Windows Connect Now\Prohibit access of the Windows Connect Now wizards",This policy setting prohibits access to Windows Connect Now (WCN) wizards. The recommended state for this setting is: Enabled.
18.6.21.1 (L1) Ensure 'Minimize the number of simultaneous connections to the Internet or a Windows Domain' is set to 'Enabled: 3 = Prevent Wi-Fi when on Ethernet' (Automated),18.6.21.1,fMinimizeConnections == 3,"{ ""0"": ""Disabled"",""1"": ""Minimize simultaneous connections"", ""2"": ""Prevent Ethernet when on Wi-Fi"", ""3"": ""Prevent Wi-Fi when on Ethernet""}","To establish the recommended configuration via GP, set the following UI path to Enabled: 3 = Prevent Wi-Fi when on Ethernet: Computer Configuration\Policies\Administrative Templates\Network\Windows Connection Manager\Minimize the number of simultaneous connections to the Internet or a Windows Domain",This policy setting prevents computers from establishing multiple simultaneous connections to either the Internet or to a Windows domain. The recommended state for this setting is: Enabled: 3 = Prevent Wi-Fi when on
"18.6.23.2.1 (L1) Ensure 'Allow Windows to automatically connect to suggested open hotspots, to networks shared by contacts, and to hotspots offering paid services' is set to 'Disabled' (Automated)",18.6.23.2.1,AutoConnectAllowedOEM == 0,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Network\WLAN Service\WLAN Settings\Allow Windows to automatically connect to suggested open hotspots, to networks shared by contacts, and to hotspots offering paid services","This policy setting determines whether users can enable the following WLAN settings: ""Connect to suggested open hotspots,"" ""Connect to networks shared by my contacts,"" and ""Enable paid services"". â€¢ ""Connect to suggested open hotspots"" enables Windows to automatically connect users to open hotspots it knows about by crowdsourcing networks that other people using Windows have connected to. â€¢ ""Connect to networks shared by my contacts"" enables Windows to automatically connect to networks that the user's contacts have shared with them, and enables users on this device to share networks with their contacts. â€¢ ""Enable paid services"" enables Windows to temporarily connect to open hotspots to determine if paid services are available. The recommended state for this setting is: Disabled."
18.7.1 (L1) Ensure 'Allow Print Spooler to accept client connections' is set to 'Disabled' (Automated),18.7.1,RegisterSpoolerRemoteRpcEndPoint == 2,"{ ""0"": ""Enabled"", ""1"": ""Users can only connect to shared printers"", ""2"": ""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Printers\Allow Print Spooler to accept client connections",This policy setting controls whether the Print Spooler service will accept client connections. The recommended state for this setting is: Disabled.
18.7.2 (L1) Ensure 'Configure Redirection Guard' is set to 'Enabled: Redirection Guard Enabled' (Automated),18.7.2,RedirectionguardPolicy == 1,"{""0"": ""Disabled"", ""1"": ""Enabled: Redirection Guard Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Redirection Guard Enabled: Computer Configuration\Policies\Administrative Templates\Printers\Configure Redirection Guard",This policy setting determines whether Redirection Guard is enabled for the print spooler. Redirection Guard can prevent file redirections from being used within the print spooler. The recommended state for this setting is: Enabled: Redirection Guard Enabled.
