audit_id,audit_name,audit_description,audit_remediation,check
5.1.4,Ensure sshd Ciphers are configured,"
This variable limits the ciphers that SSH can use during communication.
","
Edit the /etc/ssh/sshd_config file and add/modify the Ciphers line to contain a comma
separated list of the site unapproved (weak) Ciphers preceded with a - above any
Include entries:
Example:
Ciphers -3des-cbc,aes128-cbc,aes192-cbc,aes256-cbc,chacha20-
poly1305@openssh.com
- IF - CVE-2023-48795 has been addressed, and it meets local site policy, chacha20-
poly1305@openssh.com may be removed from the list of excluded ciphers.
Note: First occurrence of an option takes precedence. If Include locations are enabled,
used, and order of precedence is understood in your environment, the entry may be
created in a file in Include location.
Default Value:
Ciphers chacha20-poly1305@openssh.com,aes128-ctr,aes192-ctr,aes256-ctr,aes128-
gcm@openssh.com,aes256-gcm@openssh.com
",,TRUE
5.1.5,Ensure sshd KexAlgorithms is configured,"
Key exchange is any method in cryptography by which cryptographic keys are
exchanged between two parties, allowing use of a cryptographic algorithm. If the sender
and receiver wish to exchange encrypted messages, each must be equipped to encrypt
messages to be sent and decrypt messages received
Notes:
• Kex algorithms have a higher preference the earlier they appear in the list
• Some organizations may have stricter requirements for approved Key exchange
algorithms
• Ensure that Key exchange algorithms used are in compliance with site policy
• The only Key Exchange Algorithms currently FIPS 140 approved are:
o ecdh-sha2-nistp256
o ecdh-sha2-nistp384
o ecdh-sha2-nistp521
o diffie-hellman-group-exchange-sha256
o diffie-hellman-group16-sha512
o diffie-hellman-group18-sha512
o diffie-hellman-group14-sha256
","
Edit the /etc/ssh/sshd_config file and add/modify the KexAlgorithms line to contain
a comma separated list of the site unapproved (weak) KexAlgorithms preceded with a -
above any Include entries:
Example:
KexAlgorithms -diffie-hellman-group1-sha1,diffie-hellman-group14-sha1,diffie-
hellman-group-exchange-sha1
Note: First occurrence of an option takes precedence. If Include locations are enabled,
used, and order of precedence is understood in your environment, the entry may be
created in a file in Include location.
Default Value:
KexAlgorithms sntrup761x25519-sha512@openssh.com,curve25519-
sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-
sha2-nistp521,diffie-hellman-group-exchange-sha256,diffie-hellman-group16-
sha512,diffie-hellman-group18-sha512,diffie-hellman-group14-sha256
",,TRUE
5.1.6,Ensure sshd MACs are configured,"
This variable limits the types of MAC algorithms that SSH can use during
communication.
Notes:
• Some organizations may have stricter requirements for approved MACs.
• Ensure that MACs used are in compliance with site policy.
• The only ""strong"" MACs currently FIPS 140 approved are:
o HMAC-SHA1
o HMAC-SHA2-256
o HMAC-SHA2-384
o HMAC-SHA2-512
","
Edit the /etc/ssh/sshd_config file and add/modify the MACs line to contain a comma
separated list of the site unapproved (weak) MACs preceded with a - above any
Include entries:
Example:
MACs -hmac-md5,hmac-md5-96,hmac-ripemd160,hmac-sha1-96,umac-
64@openssh.com,hmac-md5-etm@openssh.com,hmac-md5-96-etm@openssh.com,hmac-
ripemd160-etm@openssh.com,hmac-sha1-96-etm@openssh.com,umac-64-
etm@openssh.com
- IF - CVE-2023-48795 has not been reviewed and addressed, the following etm MACs
should be added to the exclude list: hmac-sha1-etm@openssh.com,hmac-sha2-256-
etm@openssh.com,hmac-sha2-512-etm@openssh.com
Note: First occurrence of an option takes precedence. If Include locations are enabled,
used, and order of precedence is understood in your environment, the entry may be
created in a file in Include location.
Default Value:
MACs umac-64-etm@openssh.com,umac-128-etm@openssh.com,hmac-sha2-256-
etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-
etm@openssh.com,umac-64@openssh.com,umac-128@openssh.com,hmac-sha2-
256,hmac-sha2-512,hmac-sha1
",,TRUE
5.1.7,Ensure sshd access is configured,"
There are several options available to limit which users and group can access the
system via SSH. It is recommended that at least one of the following options be
leveraged:
• AllowUsers:
o The AllowUsers variable gives the system administrator the option of
allowing specific users to ssh into the system. The list consists of space
separated user names. Numeric user IDs are not recognized with this
variable. If a system administrator wants to restrict user access further by
only allowing the allowed users to log in from a particular host, the entry
can be specified in the form of user@host.
• AllowGroups:
o The AllowGroups variable gives the system administrator the option of
allowing specific groups of users to ssh into the system. The list consists
of space separated group names. Numeric group IDs are not recognized
with this variable.
• DenyUsers:
o The DenyUsers variable gives the system administrator the option of
denying specific users to ssh into the system. The list consists of space
separated user names. Numeric user IDs are not recognized with this
variable. If a system administrator wants to restrict user access further by
specifically denying a user's access from a particular host, the entry can
be specified in the form of user@host.
• DenyGroups:
o The DenyGroups variable gives the system administrator the option of
denying specific groups of users to ssh into the system. The list consists
of space separated group names. Numeric group IDs are not recognized
with this variable.
","
Edit the /etc/ssh/sshd_config file to set one or more of the parameters above any
Include and Match set statements as follows:
AllowUsers <userlist>
- AND/OR -
AllowGroups <grouplist>
Note:
• First occurrence of a option takes precedence, Match set statements
withstanding. If Include locations are enabled, used, and order of precedence is
understood in your environment, the entry may be created in a .conf file in a
Include directory.
• Be advised that these options are ""ANDed"" together. If both AllowUsers and
AllowGroups are set, connections will be limited to the list of users that are also
a member of an allowed group. It is recommended that only one be set for clarity
and ease of administration.
• It is easier to manage an allow list than a deny list. In a deny list, you could
potentially add a user or group and forget to add it to the deny list.
Default Value:
None
",,TRUE
5.1.8,Ensure sshd Banner is configured,"
The Banner parameter specifies a file whose contents must be sent to the remote user
before authentication is permitted. By default, no banner is displayed.
","
Edit the /etc/ssh/sshd_config file to set the Banner parameter above any Include
and Match entries as follows:
Banner /etc/issue.net
Note: First occurrence of a option takes precedence, Match set statements
withstanding. If Include locations are enabled, used, and order of precedence is
understood in your environment, the entry may be created in a file in Include location.
Edit the file being called by the Banner argument with the appropriate contents
according to your site policy, remove any instances of \m , \r , \s , \v or references to
the OS platform
Example:
# printf '%s\n' ""Authorized users only. All activity may be monitored and
reported."" > ""$(sshd -T | awk '$1 == ""banner"" {print $2}')""
",,TRUE
5.1.9,Ensure sshd ClientAliveInterval and ClientAliveCountMax are configured,"
Note: To clarify, the two settings described below are only meant for idle connections
from a protocol perspective and are not meant to check if the user is active or not. An
idle user does not mean an idle connection. SSH does not and never had, intentionally,
the capability to drop idle users. In SSH versions before 8.2p1 there was a bug that
caused these values to behave in such a manner that they were abused to disconnect
idle users. This bug has been resolved in 8.2p1 and thus it can no longer be abused
disconnect idle users.
The two options ClientAliveInterval and ClientAliveCountMax control the timeout
of SSH sessions. Taken directly from man 5 sshd_config:
• ClientAliveInterval Sets a timeout interval in seconds after which if no data
has been received from the client, sshd(8) will send a message through the
encrypted channel to request a response from the client. The default is 0,
indicating that these messages will not be sent to the client.
• ClientAliveCountMax Sets the number of client alive messages which may be
sent without sshd(8) receiving any messages back from the client. If this
threshold is reached while client alive messages are being sent, sshd will
disconnect the client, terminating the session. It is important to note that the use
of client alive messages is very different from TCPKeepAlive. The client alive
messages are sent through the encrypted channel and therefore will not be
spoofable. The TCP keepalive option en‐abled by TCPKeepAlive is spoofable.
The client alive mechanism is valuable when the client or server depend on
knowing when a connection has become unresponsive. The default value is 3. If
ClientAliveInterval is set to 15, and ClientAliveCountMax is left at the default,
unresponsive SSH clients will be disconnected after approximately 45 seconds.
Setting a zero ClientAliveCountMax disables connection termination.
","
Edit the /etc/ssh/sshd_config file to set the ClientAliveInterval and
ClientAliveCountMax parameters above any Include and Match entries according to
site policy.
Example:
ClientAliveInterval 15
ClientAliveCountMax 3
Note: First occurrence of a option takes precedence, Match set statements
withstanding. If Include locations are enabled, used, and order of precedence is
understood in your environment, the entry may be created in a file in Include location.
Page 531
Default Value:
ClientAliveInterval 0
ClientAliveCountMax 3
",,TRUE
5.1.10,Ensure sshd DisableForwarding is enabled,"
The DisableForwarding parameter disables all forwarding features, including X11,
ssh-agent(1), TCP and StreamLocal. This option overrides all other forwarding-related
options and may simplify restricted configurations.
• X11Forwarding provides the ability to tunnel X11 traffic through the connection to
enable remote graphic connections.
• ssh-agent is a program to hold private keys used for public key authentication.
Through use of environment variables the agent can be located and
automatically used for authentication when logging in to other machines using
ssh.
• SSH port forwarding is a mechanism in SSH for tunneling application ports from
the client to the server, or servers to clients. It can be used for adding encryption
to legacy applications, going through firewalls, and some system administrators
and IT professionals use it for opening backdoors into the internal network from
their home machines.
","
Edit the /etc/ssh/sshd_config file to set the DisableForwarding parameter to yes
above any Include entry as follows:
DisableForwarding yes
Note: First occurrence of a option takes precedence. If Include locations are enabled,
used, and order of precedence is understood in your environment, the entry may be
created in a file in Include location.
",,TRUE
5.1.11,Ensure sshd GSSAPIAuthentication is disabled,"
The GSSAPIAuthentication parameter specifies whether user authentication based on
GSSAPI is allowed
","
Edit the /etc/ssh/sshd_config file to set the GSSAPIAuthentication parameter to
no above any Include and Match entries as follows:
GSSAPIAuthentication no
Note: First occurrence of an option takes precedence, Match set statements
withstanding. If Include locations are enabled, used, and order of precedence is
understood in your environment, the entry may be created in a file in Include location
Default Value:
GSSAPIAuthentication no
",,TRUE
5.1.12,Ensure sshd HostbasedAuthentication is disabled,"
The HostbasedAuthentication parameter specifies if authentication is allowed
through trusted hosts via the user of .rhosts, or /etc/hosts.equiv, along with
successful public key client host authentication.
","
Edit the /etc/ssh/sshd_config file to set the HostbasedAuthentication parameter
to no above any Include and Match entries as follows:
HostbasedAuthentication no
Note: First occurrence of a option takes precedence, Match set statements
withstanding. If Include locations are enabled, used, and order of precedence is
understood in your environment, the entry may be created in a file in Include location.
Default Value:
HostbasedAuthentication no
",,TRUE
5.1.13,Ensure sshd IgnoreRhosts is enabled,"
The IgnoreRhosts parameter specifies that .rhosts and .shosts files will not be used
in RhostsRSAAuthentication or HostbasedAuthentication.
","
Edit the /etc/ssh/sshd_config file to set the IgnoreRhosts parameter to yes above
any Include and Match entries as follows:
IgnoreRhosts yes
Note: First occurrence of a option takes precedence, Match set statements
withstanding. If Include locations are enabled, used, and order of precedence is
understood in your environment, the entry may be created in a file in Include location.
Default Value:
IgnoreRhosts yes
",,TRUE
5.1.14,Ensure sshd LoginGraceTime is configured,"
The LoginGraceTime parameter specifies the time allowed for successful
authentication to the SSH server. The longer the Grace period is the more open
unauthenticated connections can exist. Like other session controls in this session the
Grace Period should be limited to appropriate organizational limits to ensure the service
is available for needed access.
","
Edit the /etc/ssh/sshd_config file to set the LoginGraceTime parameter to 60
seconds or less above any Include entry as follows:
LoginGraceTime 60
Note: First occurrence of a option takes precedence. If Include locations are enabled,
used, and order of precedence is understood in your environment, the entry may be
created in a file in Include location.
Default Value:
LoginGraceTime 120
",,TRUE
5.1.15,Ensure sshd LogLevel is configured,"
SSH provides several logging levels with varying amounts of verbosity. The DEBUG
options are specifically not recommended other than strictly for debugging SSH
communications. These levels provide so much data that it is difficult to identify
important security information, and may violate the privacy of users.
","
Edit the /etc/ssh/sshd_config file to set the LogLevel parameter to VERBOSE or
INFO above any Include and Match entries as follows:
LogLevel VERBOSE
- OR -
LogLevel INFO
Note: First occurrence of an option takes precedence, Match set statements
withstanding. If Include locations are enabled, used, and order of precedence is
understood in your environment, the entry may be created in a file in Include location.
Default Value:
LogLevel INFO
",,TRUE
5.1.16,Ensure sshd MaxAuthTries is configured,"
The MaxAuthTries parameter specifies the maximum number of authentication
attempts permitted per connection. When the login failure count reaches half the
number, error messages will be written to the syslog file detailing the login failure.
","
Edit the /etc/ssh/sshd_config file to set the MaxAuthTries parameter to 4 or less
above any Include and Match entries as follows:
MaxAuthTries 4
Note: First occurrence of an option takes precedence, Match set statements
withstanding. If Include locations are enabled, used, and order of precedence is
understood in your environment, the entry may be created in a file in Include location.
Default Value:
MaxAuthTries 6
",,TRUE
5.1.17,Ensure sshd MaxStartups is configured,"
The MaxStartups parameter specifies the maximum number of concurrent
unauthenticated connections to the SSH daemon.
","
Edit the /etc/ssh/sshd_config file to set the MaxStartups parameter to 10:30:60 or
more restrictive above any Include entries as follows:
MaxStartups 10:30:60
Note: First occurrence of a option takes precedence. If Include locations are enabled,
used, and order of precedence is understood in your environment, the entry may be
created in a file in Include location.
Default Value:
MaxStartups 10:30:100
",,TRUE
5.1.18,Ensure sshd MaxSessions is configured,"
The MaxSessions parameter specifies the maximum number of open sessions
permitted from a given connection.
","
Edit the /etc/ssh/sshd_config file to set the MaxSessions parameter to 10 or less
above any Include and Match entries as follows:
MaxSessions 10
Note: First occurrence of an option takes precedence, Match set statements
withstanding. If Include locations are enabled, used, and order of precedence is
understood in your environment, the entry may be created in a file in Include location.
Default Value:
MaxSessions 10
",,TRUE
5.1.19,Ensure sshd PermitEmptyPasswords is disabled,"
The PermitEmptyPasswords parameter specifies if the SSH server allows login to
accounts with empty password strings.
","
Edit /etc/ssh/sshd_config and set the PermitEmptyPasswords parameter to no
above any Include and Match entries as follows:
PermitEmptyPasswords no
Note: First occurrence of an option takes precedence, Match set statements
withstanding. If Include locations are enabled, used, and order of precedence is
understood in your environment, the entry may be created in a file in Include location.
Default Value:
PermitEmptyPasswords no
",,TRUE
5.1.20,Ensure sshd PermitRootLogin is disabled,"
The PermitRootLogin parameter specifies if the root user can log in using SSH. The
default is prohibit-password.
","
Edit the /etc/ssh/sshd_config file to set the PermitRootLogin parameter to no
above any Include and Match entries as follows:
PermitRootLogin no
Note: First occurrence of an option takes precedence, Match set statements
withstanding. If Include locations are enabled, used, and order of precedence is
understood in your environment, the entry may be created in a file in Include location.
Default Value:
PermitRootLogin without-password
",,TRUE
5.1.21,Ensure sshd PermitUserEnvironment is disabled,"
The PermitUserEnvironment option allows users to present environment options to
the SSH daemon.
","
Edit the /etc/ssh/sshd_config file to set the PermitUserEnvironment parameter to
no above any Include entries as follows:
PermitUserEnvironment no
Note: First occurrence of an option takes precedence. If Include locations are enabled,
used, and order of precedence is understood in your environment, the entry may be
created in a file in Include location.
Default Value:
PermitUserEnvironment no
",,TRUE
5.1.22,Ensure sshd UsePAM is enabled,"
The UsePAM directive enables the Pluggable Authentication Module (PAM) interface. If
set to yes this will enable PAM authentication using
ChallengeResponseAuthentication and PasswordAuthentication directives in
addition to PAM account and session module processing for all authentication types.
","
Edit the /etc/ssh/sshd_config file to set the UsePAM parameter to yes above any
Include entries as follows:
UsePAM yes
Note: First occurrence of an option takes precedence. If Include locations are enabled,
used, and order of precedence is understood in your environment, the entry may be
created in a file in Include location.
Default Value:
UsePAM yes
",,TRUE
5.2.1,Ensure sudo is installed,"
sudo allows a permitted user to execute a command as the superuser or another user,
as specified by the security policy. The invoking user's real (not effective) user ID is
used to determine the user name with which to query the security policy.
","
Run the following command to install sudo:
# zypper install sudo
",,TRUE
5.2.2,Ensure sudo commands use pty,"
sudo can be configured to run only from a pseudo terminal (pseudo-pty).
","
Edit the file /etc/sudoers with visudo or a file in /etc/sudoers.d/ with visudo -f
<PATH TO FILE> and add the following line:
Defaults use_pty
Edit the file /etc/sudoers with visudo and any files in /etc/sudoers.d/ with visudo
-f <PATH TO FILE> and remove any occurrence of !use_pty
Note:
• sudo will read each file in /etc/sudoers.d, skipping file names that end in ~ or
contain a . character to avoid causing problems with package manager or editor
temporary/backup files.
• Files are parsed in sorted lexical order. That is, /etc/sudoers.d/01_first will
be parsed before /etc/sudoers.d/10_second.
• Be aware that because the sorting is lexical, not numeric,
/etc/sudoers.d/1_whoops would be loaded after
/etc/sudoers.d/10_second.
• Using a consistent number of leading zeroes in the file names can be used to
avoid such problems.
",,TRUE
5.2.3,Ensure sudo log file exists,"
The Defaults logfile entry sets the path to the sudo log file. Setting a path turns on
logging to a file; negating this option turns it off. By default, sudo logs via syslog.
","
Edit the file /etc/sudoers or a file in /etc/sudoers.d/ with visudo -f <PATH TO
FILE> and add the following line:
Defaults logfile=""<PATH TO CUSTOM LOG FILE>""
Example
Defaults logfile=""/var/log/sudo.log""
Notes:
• sudo will read each file in /etc/sudoers.d, skipping file names that end in ~ or
contain a . character to avoid causing problems with package manager or editor
temporary/backup files.
• Files are parsed in sorted lexical order. That is, /etc/sudoers.d/01_first will
be parsed before /etc/sudoers.d/10_second.
• Be aware that because the sorting is lexical, not numeric,
/etc/sudoers.d/1_whoops would be loaded after
/etc/sudoers.d/10_second.
• Using a consistent number of leading zeroes in the file names can be used to
avoid such problems.
",,TRUE
5.2.4,Ensure users must provide password for escalation,"
The operating system must be configured so that users must provide a password for
privilege escalation.
","
Based on the outcome of the audit procedure, use visudo -f <PATH TO FILE> to edit
the relevant sudoers file.
Remove any line with occurrences of NOPASSWD tags in the file.
",,TRUE
5.2.5,Ensure re-authentication for privilege escalation is not disabled globally,"
The operating system must be configured so that users must re-authenticate for
privilege escalation.
","
Configure the operating system to require users to reauthenticate for privilege
escalation.
Based on the outcome of the audit procedure, use visudo -f <PATH TO FILE> to edit
the relevant sudoers file.
Remove any occurrences of !authenticate tags in the file(s).
",,TRUE
5.2.6,Ensure sudo authentication timeout is configured correctly,"
sudo caches used credentials for a default of 5 minutes. This is for ease of use when
there are multiple administrative tasks to perform. The timeout can be modified to suit
local security policies.
","
If the currently configured timeout is larger than 15 minutes, edit the file listed in the
audit section with visudo -f <PATH TO FILE> and modify the entry
timestamp_timeout= to 15 minutes or less as per your site policy. The value is in
minutes. This particular entry may appear on its own, or on the same line as
env_reset. See the following two examples:
Defaults env_reset, timestamp_timeout=15
Defaults timestamp_timeout=15
Defaults env_reset
",,TRUE
5.2.7,Ensure access to the su command is restricted,"
The su command allows a user to run a command or shell as another user. The
program has been superseded by sudo, which allows for more granular control over
privileged access. Normally, the su command can be executed by any user. By
uncommenting the pam_wheel.so statement in /etc/pam.d/su, the su command will
only allow users in a specific groups to execute su. This group should be empty to
reinforce the use of sudo for privileged access.
","
Create an empty group that will be specified for use of the su command. The group
should be named according to site policy.
Example:
# groupadd sugroup
Add the following line to both the /etc/pam.d/su and /etc/pam.d/su-l files,
specifying the empty group:
auth required pam_wheel.so use_uid group=sugroup
",,TRUE
5.3.1.1,Ensure latest version of pam is installed,"
Updated versions of PAM include additional functionality
","
Run the following command to update to the latest version of PAM:
# zypper update pam
",,TRUE
5.3.2.1.1,Ensure password failed attempts lockout is configured,"
The deny=<n> option will deny access if the number of consecutive authentication
failures for this user during the recent interval exceeds.
","
Create or edit the following line in /etc/security/faillock.conf setting the deny
option to 5 or less:
deny = 5
Default Value:
deny = 3
",,TRUE
5.3.2.1.2,Ensure password unlock time is configured,"
unlock_time=<n> - The access will be re-enabled after seconds after the lock out. The
value 0 has the same meaning as value never - the access will not be re-enabled
without resetting the faillock entries by the faillock(8) command.
","
Set password unlock time to conform to site policy. unlock_time should be 0 (never),
or 900 seconds or greater.
Edit /etc/security/faillock.conf file and update or add the following line:
unlock_time = 900
Default Value:
unlock_time = 600
",,TRUE
5.3.2.1.3,Ensure password failed attempts lockout includes root account,"
even_deny_root - Root account can become locked as well as regular accounts.

root_unlock_time=n - This option implies even_deny_root option. Allow access after
n seconds to root account after the account is locked. In case the option is not specified
the value is the same as of the unlock_time option.
","
Edit /etc/security/faillock.conf file:
• Remove or update any line containing root_unlock_time, - OR - set it to a
value of 60 or more
• Update or add the following line:
even_deny_root
Default Value:
disabled
",,TRUE
5.3.2.2.1,Ensure password dictionary check is enabled,"
The pwquality dictcheck option sets whether to check for the words from the
cracklib dictionary.
","
Edit any file ending in .conf in the /etc/security/pwquality.conf.d/ directory
and/or the file /etc/security/pwquality.conf and comment out or remove any
instance of dictcheck = 0:
Example:
# sed -ri 's/^\s*dictcheck\s*=/# &/' /etc/security/pwquality.conf
/etc/security/pwquality.conf.d/*.conf
- OR/IF - the pam-config tool has been used to configure the global PAM configuration
files.
Run the following command to enable dictcheck:
# pam-config -a --cracklib
Default Value:
dictcheck = 1
",,TRUE
5.3.2.2.2,Ensure password number of changed characters is configured,"
The pwquality difok option sets the number of characters in a password that must not
be present in the old password.
","
Create or modify a file ending in .conf in the /etc/security/pwquality.conf.d/
directory or the file /etc/security/pwquality.conf and add or modify the following
line to set difok to 2 or more. Ensure setting conforms to local site policy:
difok = 2
Example:
# sed -ri 's/^\s*difok\s*=/# &/' /etc/security/pwquality.conf
# printf '\n%s' ""difok = 2"" >> /etc/security/pwquality.conf.d/50-pwdifok.conf
- OR - If the pam-config tool has been used to configure the global PAM configuration
files:
Run the following command to add the difok option to 2 or more and follows local site
policy
# pam-config -a --cracklib-difok=2
Note:
• The difok option maybe set to 2 or more and depending on local site policy.
• Best practice for updating pam modules is to configure settings in a .conf file in
the /etc/security/pwquality.conf.d/ directory or
/etc/security/pwquality.conf
Default Value:
difok = 1
",,TRUE
5.3.2.2.3,Ensure password length is configured,"
minlen - Minimum acceptable size for the new password (plus one if credits are not
disabled which is the default). Cannot be set to lower value than 6.
","
Create or modify a file ending in .conf in the /etc/security/pwquality.conf.d/
directory or the file /etc/security/pwquality.conf and add or modify the following
line to set minlen to 14 or more. Ensure that password setting conforms to local site
policy:
minlen=14
Example:
# sed -ri 's/^\s*minlen\s*=/# &/' /etc/security/pwquality.conf
# printf '\n%s' ""minlen = 14"" >> /etc/security/pwquality.conf.d/50-
pwlength.conf
- OR/IF - the pam-config tool has been used to configure the global PAM configuration
files.
Run the following command to set password length of 14 or more characters. Ensure
that password length conforms to local site policy:
# pam-config -a --cracklib-minlen=14
Default Value:
minlen = 8
",,TRUE
5.3.2.2.4,Ensure password complexity is configured,"
Password complexity can be set through:
• minclass - The minimum number of classes of characters required in a new
password. (digits, uppercase, lowercase, others). e.g. minclass = 4 requires
digits, uppercase, lower case, and special characters.
• dcredit - The maximum credit for having digits in the new password. If less than
0 it is the minimum number of digits in the new password. e.g. dcredit = -1
requires at least one digit
• ucredit - The maximum credit for having uppercase characters in the new
password. If less than 0 it is the minimum number of uppercase characters in the
new password. e.g. ucredit = -1 requires at least one uppercase character
• ocredit - The maximum credit for having other characters in the new password.
If less than 0 it is the minimum number of other characters in the new password.
e.g. ocredit = -1 requires at least one special character
• lcredit - The maximum credit for having lowercase characters in the new
password. If less than 0 it is the minimum number of lowercase characters in the
new password. e.g. lcredit = -1 requires at least one lowercase character
","
Create or modify a file ending in .conf in the /etc/security/pwquality.conf.d/
directory or the file /etc/security/pwquality.conf and add or modify the following
line to set:
• minclass = 4
--AND/OR--
• dcredit = -_N_
• ucredit = -_N_
• ocredit = -_N_
• lcredit = -_N_
Example:
# sed -ri 's/^\s*minclass\s*=/# &/' /etc/security/pwquality.conf
# printf '\n%s' ""minclass = 4"" >> /etc/security/pwquality.conf.d/50-
pwcomplexity.conf
--AND/OR--
# sed -ri 's/^\s*[dulo]credit\s*=/# &/' /etc/security/pwquality.conf
# printf '%s\n' ""dcredit = -1"" ""ucredit = -1"" ""ocredit = -1"" ""lcredit = -1"" >
/etc/security/pwquality.conf.d/50-pwcomplexity.conf
- OR/IF - the pam-config tool has been used to configure the global PAM configuration
files.
Run the following command to add minclass = 4:
# pam-config -a --cracklib-minclass=4
--AND/OR--
Run the following commands to add password complexity that conforms to local site
policy:
# pam-config -a --cracklib-dcredit=<value>
# pam-config -a --cracklib-ucredit=<value>
# pam-config -a --cracklib-lcredit=<value>
# pam-config -a --cracklib-ocredit=<value>
Default Value:
minclass = 0
dcredit = 0
ucredit = 0
ocredit = 0
lcredit = 0
",,TRUE
5.3.2.2.5,Ensure password same consecutive characters is configured,"
The pwquality maxrepeat option sets the maximum number of allowed same
consecutive characters in a new password.
","
Create or modify a file ending in .conf in the /etc/security/pwquality.conf.d/
directory or the file /etc/security/pwquality.conf and add or modify the following
line to set maxrepeat to 3 or less and not 0. Ensure setting conforms to local site policy:
Example:
# sed -ri 's/^\s*maxrepeat\s*=/# &/' /etc/security/pwquality.conf
# printf '\n%s' ""maxrepeat = 3"" >> /etc/security/pwquality.conf.d/50-
pwrepeat.conf
- OR/IF - the pam-config tool has been used to configure the global PAM configuration
files.
Run the following command to set maxrepeat to 3 or less and not 0. Ensure setting
conforms to local site policy:
# pam-config -a --cracklib-maxrepeat=3
Default Value:
maxrepeat = 0
",,TRUE
5.3.2.2.6,Ensure password maximum sequential characters is configured,"
The pwquality maxsequence option sets the maximum length of monotonic character
sequences in the new password. Examples of such sequence are 12345 or fedcb. The
check is disabled if the value is 0.
Note: Most such passwords will not pass the simplicity check unless the sequence is
only a minor part of the password.
","
Create or modify a file ending in .conf in the /etc/security/pwquality.conf.d/
directory or the file /etc/security/pwquality.conf and add or modify the following
line to set maxsequence to 3 or less and not 0. Ensure setting conforms to local site
policy:
Example:
# sed -ri 's/^\s*maxsequence\s*=/# &/' /etc/security/pwquality.conf
# printf '\n%s' ""maxsequence = 3"" >> /etc/security/pwquality.conf.d/50-
pwmaxsequence.conf
- OR/IF - the pam-config tool has been used to configure the global PAM configuration
files.
Run the following command to set maxsequence to 3 or less and not 0. Ensure setting
conforms to local site policy:
Example:
# pam-config -a --cracklib-maxsequence=3
Default Value:
maxsequence = 0
",,TRUE
5.3.2.2.7,Ensure password quality is enforced for the root user,"
If the pwquality enforce_for_root option is enabled, the module will return error on
failed check even if the user changing the password is root.
This option is off by default which means that just the message about the failed check is
printed but root can change the password anyway.
Note: The root is not asked for an old password so the checks that compare the old and
new password are not performed.
","
Edit or add the following line in a *.conf file in /etc/security/pwquality.conf.d or
in /etc/security/pwquality.conf:
Example:
printf '\n%s\n' ""enforce_for_root"" >> /etc/security/pwquality.conf.d/50-
pwroot.conf
- OR/IF - the pam-config tool has been used to configure the global PAM configuration
files.
Run the following command to set the enforce_for_root option to enabled:
# pam-config -a --cracklib-enforce_for_root
Default Value:
disabled
",,TRUE
5.3.2.3.1,Ensure password history remember is configured,"
The /etc/security/opasswd file stores the users' old passwords and can be checked
to ensure that users are not recycling recent passwords. The number of passwords
remembered is set via the remember argument value in set for the pam_pwhistory
module.
• remember=<N> - <N> is the number of old passwords to remember
","
Run the following command to add the remember option to 24 or more and meets local
site policy:
# pam-config -a --pwhistory --pwhistory-remember=24
",,TRUE
5.3.2.3.2,Ensure password history is enforced for the root user,"
If the pwhistory enforce_for_root option is enabled, the module will enforce
password history for the root user as well
","
Run the following command to add enforce_for_root option:
# pam-config -a --pwhistory --pwhistory-enforce_for_root
Default Value:
disabled
",,TRUE
5.3.2.3.3,Ensure pam_pwhistory includes use_authtok,"
use_authtok - When password changing enforce the module to set the new password
to the one provided by a previously stacked password module
","
Run the following command to add the use_authtok option to the password stack's
pam_pwhistory.so module lines:
# pam-config -a --pwhistory --pwhistory-use_authtok
",,TRUE
5.3.2.4.1,Ensure pam_unix does not include nullok,"
The nullok argument overrides the default action of pam_unix.so to not permit the
user access to a service if their official password is blank.
","
Run the following command to delete the nullok argument from the pam_unix.so
module:
# pam-config -d --unix-nullok
",,TRUE
5.3.2.4.2,Ensure pam_unix does not include remember,"
The remember=n argument saves the last n passwords for each user in
/etc/security/opasswd in order to force password change history and keep the user
from alternating between the same password too frequently. The MD5 password hash
algorithm is used for storing the old passwords. Instead of this option the
pam_pwhistory module should be used. The pam_pwhistory module saves the last n
passwords for each user in /etc/security/opasswd using the password hash
algorithm set on the pam_unix module. This allows for the sha512 hash algorithm to be
used.
","
Edit a file in /etc/pam.d/* and remove the remember argument on the pam_unix.so
module lines:
/etc/pam.d/common-password:password required pam_unix.so
use_authtok shadow sha512
/etc/pam.d/common-password-pc:password required pam_unix.so
use_authtok shadow sha512
",,TRUE
